title,artist_name
Little Things,Streetwize
Little Timmy,Vickie Winans
Little Woman,Jazz Gillum
Liu Zi Zhen Yan,Sammi Cheng
Live At Brixton Academy 1999,Atari Teenage Riot
Live At Fabbricaeuropa_ Florence 1,Symbiosis Orchestra
Live Then Lay,Naughty By Nature featuring Phiness
Lived My Life,Singing Melody
Lively Up Yourself,Bob Marley
Liverpoolin pokia,Irwin Goodman
Livin in the Jungle,Mikey Dread
Livin' A Lie (Video Mix),Milk Inc.
Livin' Above Your Head,Jay & The Americans
Livin' In a Strain,Alvin Youngblood Hart
Livin' Lovin' Wreck,Jimmy Page_ John Paul Jones_ Albert Lee_ Nicky Hopkins_ Big Jim Sullivan_ Clem Cattini_ Chris Hughes
Livin' On The Edge,Aerosmith
Living Again,John Wesley Ryles
Living Dead,The Plasmatics
Living Hell,Bitter End
Living The Dream,D:Fuse
Living Underground,Atomic Rooster
Livre D'orgue (1951) : VII Soixante-Quatre Durées (Remasterisé En 2008),Olivier Messiaen
Lixuneanos (Original Mix),Rui Da Silva
Lizzie And The Rain Man,Billie Jo Spears
Llama y Verás,Luis Alberto Spinetta
Llamado De Emergencia,Daddy Yankee
Llegaste Tú,Huey Dunbar
Llorando Por Amor,Flor Silvestre
Lluvia De Acido,Vilma Palma
Lluvias De Cristal,Nestor Torres
Lo,Brice Kapel
Lo Decidio,Orquesta Aragon
Lo Mismo Que Yo (Bonus Track),Bacilos
Lo Siento En Mi Corazón,Luis Alberto Spinetta
Lo and Beholden,Patti Smith
Loaded Gun,C.C. Adcock
Loaded Like A Gun,Steel Rain
Loba,Shakira
Lobotomy,Chaotica
Loca (a/k/a Crazy) (Version Banda),Marisela
Locaccmaccam,Marc Perrone
Lock The Door / Get Up Old Woman And Shake Yourself / What Ail's You? - (single jig),Seamus Egan
Locked Away,The Gathering
Locked Away,The Gathering
Loco (Crazy),Little Joe
Locomotive (Complicity),Guns N' Roses
Locust Reign (Live in California),Converge
Locust Street (Album Version),The Black Crowes
Loko,Kassav'
Lole Lolaila,Cardenales del Exito
Lombrigas e os vermes,Eddie
London Bridge,Fergie
Lonely,Akon
Lonely,Gyptian
Lonely,Stiff Meat
Lonely No More,Humble Pie
Lonely Shooting Stars,Sandy Lam
Lonely Street,Boots Randolph
Lonesome Road,Junior Kimbrough
Lonesome Road (1995 Digital Remaster),Dean Elliott And His Big Band
Lonesome To The Bone,Johnny Cash
Long Day (Album Version),Soul Asylum
Long Distance Moan,Blind Lemon Jefferson
Long Distance Relationship,Paul Taylor / Terry Dexter
Long Live The Party,Andrew W.K.
Long Lonesome Blues,Blind Lemon Jefferson
Long Summer Days,The Moody Blues
Long Way 2 Go (Album Version),Cassie
Long Way 2 Go [Friscia & Lamboy Club],Cassie
Long Way From Home,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan
Long Way Home,Ginny Owens
Lonley,Elva Hsiao
Lontananza,Fruko Y Sus Tesos
Look Around featuring dead prez and Cheryl Pepsi Riley,Beatnuts featuring dead prez and Cheryl Pepsi Riley
Look Me In The Eye,Margaret Becker
Look Thru My Eyes,DMX
Look Up At The Stars And You're Gone,Evergreen Terrace
Lookin' For Me Somewhere,BoDeans
Lookin' for My Baby,Little Milton
Looking At You (Cody High School),MC5
Looking Back,John Mayall & The Bluesbreakers
Looking Back,John Mayall & The Bluesbreakers
Looking For A Kiss,Sex Pistols
Looking For Clues,Robert Palmer
Looking In Your Eyes,Suicidal Tendencies
Loose Talk,Carl Smith
Lord Of The Thighs,Aerosmith
Lord We Give You All The Praise,The Jackson Southernaires
Lord You're Worthy (Album),Wilmington Chester Mass Choir
Lord of Shadows and Golden Wood,Beherit
Los Brillantes Ojos del Angel (sparked Angel Eyes),Todos
Los Conguitos,Mongo Santamaria
Los De Aragón: "Los De Aragón,Alfredo Kraus
Los Pintores,La Charanga Rubalcaba
Los Tres Glopes / The Three Beats (danza),Cachao
Los!,Vorstadtkinder
Lose This Skin,The Clash
Lose Your Money,Delbert McClinton
Losers,J.J. Cale
Losin' End (LP Version),Michael McDonald
Losing Hand & Dialog #3 (w/reverb) (Rehearsal Session with Ahmet Ertegun_ 1953),Ray Charles
Losing Love (DJ Wout Remix),Milk Inc.
Losing True (Album Version),The Roches
Losing Weight Part 2,Cam'Ron / Juelz Santana
Losing track,You Should Go Ahead
Lost,Roger Sanchez
Lost,Roger Sanchez
Lost,The Cure
Lost (Actress Remix),Various Production
Lost Again,Bob Margolin
Lost Circles,React
Lost In Space,Hatiras
Lost In The Funhouse Again,Michael Stanley Band
Lost In The Future,Sneaky Sound System
Lost In The Future (False Start -#1),The Stooges
Lost In Translation,Pitch Black
Lost Love,Barry Goldberg
Lost Tribe,Moving Ninja
Lost in Marrakesh with Entropik (Pathaan's Mirage Mix),Ancient Astronauts
Lotion (LP Version),Deftones
Lotus Kiss,Alex Theory
Loud & Clear (featuring Defari_ King T & Butch Cassidy),Xzibit
Loud And Clear,Elephant Man
Loud Up!!,The Mad Capsule Markets
Louie Louie,Eddie and the Subtitles
Louise,Willy DeVille
Loup Garou,Deville_ Willy
Love,Opals
Love,YZ
Love & Devotion,Sizzla
Love & Romance,Willie Barcena
Love & Understanding,Lady Saw
Love Ain't A Play Thing,Earl Hooker
Love Ain't No Stranger (2003 Digital Remaster),Whitesnake
Love Ain't Nothing But a Business Goin On,Junior Parker
Love Alone,Kostis Maraveyas
Love And Wealth,Charlie Louvin
Love Attack,Kim Wilson
Love Can,David Tao
Love Can Break Your Heart (LP Version),Michael McDonald
Love Can Run Faster,Robert Palmer
Love Divine_ All Love Excelling,Russ Morgan
Love Don't Love Me (Justin Timberlake) (Amended Version),Justin Timberlake
Love Don't Love Nobody,Roy Brown
Love Dump (Clean Album Version),Static-X
Love Dump (Demo Version),Static-X
Love Goes Down (Part Deux),Annie Minogue Band
Love Happens Just Like That (LP Version),Bryan White
Love In Time,Esperanza Spalding / Leo Genovese
Love Is All Around,Wet Wet Wet
Love Is An Uphill Climb  (),David Robertson
Love Is Gone (Eddie Thoneick's Liberte Mix),David Guetta - Joachim Garraud - Chris Willis
Love Is Gonna Bring Us Back Alive,Rickie Lee Jones
Love Is Gonna Get You,Ben E. King
Love Is Just Around The Corner (1996 Digital Remaster),Jackie Davis
Love Is So Unkind (Album Version),Gabriela Anders
Love Is Taking Hold,Al Denson
Love Is What We Make It,Kenny Rogers
Love Island (LP Version),Eumir Deodato
Love Letter,Gerald Veasley
Love Lifted Me,Eddy Raven
Love Lights,The Sonics
Love Like This,Natasha Bedingfield
Love Makin' Mama (Take 2),Blind Willie McTell
Love Me,Angelo Badalamenti
Love Me,Jars Of Clay
Love Me,Jeanne Pruett
Love Me Now (Rockwilder Remix) (Feat. Wyclef And Redman),Beenie Man Featuring Wyclef And Redman
Love My Way,William Orbit
Love N' Gold,C.C. Adcock
Love Of My Life,The Chi-Lites
Love Oh Love (Live in Chicago),Leroy Huston
Love Round The Corner,The Motors
Love Selecta (feat Iffectz & Marwa),Alex
Love Shines Through  (Dream Album Version),Michelle Tumes
Love That Jazz (Basements Boys Album Vers),Kim English
Love The Feeling - Original,Leroy Hutson
Love Theme (The Falling In Love),Burt Bacharach
Love Theme From Night Of Dark Shadows (unused Version),Dark Shadows
Love Thing,Bebe Winans
Love Unlimited (Explicit),Fun Lovin' Criminals
Love Unlimited (Remix) (Explicit),Fun Lovin' Criminals
Love Without Fear,Katie Armiger
Love You Again,Marc Dorsey
Love You to Pieces,Lizzy Borden
Love and happiness,Billy Price_ Fred Chapellier
Love the One You're With,Glen Washington
Love's Been Good To Me,Carl Belew
Love_ Peace and Harmony,Bow Wow Wow
Love_ Respect & Loyalty (feat. Sophie & Cait La Lee),Proficy
Loveless,Tullycraft
Lovely Day,Lit
Lover,Spade Cooley
Lover Come Back To Me,Candlebox
Lover In Demand,Delbert McClinton
Loverman,Nick Cave & The Bad Seeds
Lovers Lane Boogie,Johnny Otis
Loves Parting,Vivian Khor
Lovin' Cup ( Remastered '97 Version ),The Paul Butterfield Blues Band
Lovin' You,Minnie Riperton
Loving By Heart,Jeff And Sheri Easter
Loving You,Johnny Nash
Loving You Too Long,Billy Bragg
Lu Ren Jia,Justin
Lucille,Rockin' Dopsie_ Jr._ The Zydeco Twisters
Lucindy,Curt Bois
Lucky Fellow - Original,Leroy Hutson
Lullaby,Dixie Chicks
Lullaby,Seamus Egan
Lullaby For The Dead In Our Life,Lexie Mountain Boys
Lullaby For The Summer,Jimi Hendrix
Lullaby [With Ladysmith Black Mambazo] (Album Version),Josh Groban
Luminous Bliss,Atman
Luna De Octubre,Flor Silvestre
Luna Latina,Nestor Torres
Luna de miel en Guama,Arturo Sandoval
Lunes Por La Madrugada,Los Abuelos De La Nada
Luo Cuo Che,Sammi Cheng
Lusco,Berrogüetto
Lust (1995 Digital Remaster),Bas-Sheva
Lust for life (recorded during the us tour in 1986),Iggy Pop
Luv,Stan
Luv In the First,Latif
Lydia [Piano Version],FIR
Là-Bas,Jean-Jacques Goldman
M 14,Derek Bailey
M'En Vas A La Fontaine,Jacques Douai
M-Town 2 M-Town,089 Clique feat. Minnesota Snipe & Skinny Cueball
M. tagu va au marché,Klimperei
MONDAY_ MONDAY,Bobby Broom
MVP,Corey / Shaquille O'Neal
MY CONSOLATION (LP Version),Silverstein
MY HERIONE (Acoustic Version),Silverstein
Ma Douleur...,Julie Zenatti
Ma Garçonniére,Francky Vincent
Ma Louise,Maurice Chevalier
Ma Préférence (Live),Julien Clerc
Ma Rainey's Black Bottom,Ma Rainey
Ma Zui,Candy Lo
Ma soeur,France D'Amour
Ma vie n'est pas la tienne (album),Najoua Belyzel
Ma' Be Easy [Explicit Version],Fabolous
Macarena,Los Del Rio
Macarena,Los Del Rio
Machine Gun Majesty [Live] (Album Version),Soilwork
Machinenfunk,1. Futurologischer Congress
Machopolka,Polkaholix
Macht hoch die Tür,Thomas Battenstein
Machuca,Cabas
Mad About the Boy,The Radio Dept
Mad World (Money-G. Remix),Jan Wayne
Madame Irma,Théophil
Madazulu,Deep Forest
Made Like This (Live),Five Bolt Main
Madeleine,Marcel Mouloudji
Madeleine (feat. Thomas Fersen),Jean Corti
Mafuá,Yamandu Costa
Maga Dog/ Skanky Dog (Album),Peter Tosh & Winston Scotland
Magali,Gloria Lasso
Magdalaine,L.A. Guns
Magic,Black Eyed Peas / Terry Dexter
Magic Carpet Ride - Original,Glen Ricks
Magic Dragon Theatre,Utopia
Magico,QBO
Magiki Vradia,Irini Merkouri
Magnificent Obsession,Fehlfarben
Mahafinaritra,Rajery
Mai,Loudermilk
Mai [Live],Josh Groban
Maiden Voyage (Rudy Van Gelder Edition) (2006 Digital Remaster),Bobby Hutcherson
Mailbox Arson,Alexisonfire
Main Street Eyes,Iggy Pop
Main Theme from Jaws,Orlando Pops Orchestra and Andrew Lane
Main Title,Christophe Beck
Main Title,Jerry Goldsmith
Main Title / The Searchers,Max Steiner
Main Title [Bodies_ Rest & Motion] (2006 Remastered LP Version),Michael Convertino
Main Title/Animal Crackers,The Marx Brothers
Mais La Vie,Maurane / Lara Fabian
Make A Move On Me,Joey Negro
Make It Funky (Album Version),Information Society
Make It Last,The Ataris
Make It With You,Sugar Minott
Make Me Bad,Korn
Make Me Believe,Martina McBride
Make Me Over,Vickie Winans
Make My Home Where I Hang My Hat,Johnny Copeland
Make That Money (Scrooge's Song) (Album Version),Alice Cooper
Make The World Go Away,Ray Price
Make This Love Last,Wendy Moten
Make it up,Anthony Cruz
Makin' Believe,Kitty Wells
Making Up For Lost Time (Footprints In The Sand Album Version),Cristy Lane
Maldito Amor Featuring Tito El Bambino (Version Urbana),Andy Andy
Malice,Behemoth
Mallorca_ Op.202 - transcr. Marc Switzer,Pepe Romero
Maloba pamba,Emeneya
Mama Don't Know Love,Fred Locks
Mama Kin,Guns N' Roses
Mama Talk To Your Daughter (take 2),Lonnie Brooks
Mama's Boy,Suzi Quatro
Mambo Bacan,Line Renaud
Mambo Italiano,Tony Murena
Mambo Suavecito,Tito Puente
Mambo Tipico,Tito Puente
Mambo del Beso,Orquesta Aragón
Mamma pettenami,Chorus Line
Mamma's Kitchen,Cece Winans
Man  On The Side,Bill Perry
Man Don't Cry,Jimmy Witherspoon
Man I Used To Be,K-OS
Man In A Suitcase,The Police
Man Man,Jacky Cheung
Man No Sober (LP Version),Steel Pulse
Man Of No Reputation,Bob Carlisle
Man Smart Woman Smarter,Robert Palmer
Mana Laina Chahida,Malkit Singh
Mango Del Monte,Tito Rodriguez
Mangos,Kai Winding
Manhã de Carnaval,Luiz Bonfa
Manhã de Carnaval (Morning of the Carnaval) (Cantando As Músicas do Film Orfeo do Carnaval),João Gilberto
Manies Manigances,Maurane
Manila,Martin Denny
Mansion in the Sky,Florida Boys
Manteca,Poncho Sanchez
Manuel Santillán_ El León (Versión Reggae),Los Fabulosos Cadillacs
Manuel's Mambo,Cal Tjader
Many Are We,Keep Of Kalessin
Many Weapons Many Men,Criminal Class USA is Hush Hush Revolution
Manzenera,Adam Ant
Map Your Psyche,Busdriver featuring Abstract Rude & Ellay Khule
Maputo,Tabu Ley Rochereau
Mar gaye te sada naal,Naseebo Lal_ Arif Lohar
Maracaia,Timbalada
Marashi Ya Pemba,Ndala Kasheba
Marbles,Spunk
Marca de Amor Não Sai,Sylvia Patricia
Marcando El Ritmo Al Caminar,La Portuaria
Marcel,Pierre Perret
Marching,The Zebras
Mardi Gras Mambo (Cajun Mardi Gras Album Version),Jo-El Sonnier
Marea De Venus,Cerati-Melero
Mari Mouri (Mary Has Died),Steve Riley & The Mamou Playboys
Maria,Papa Wemba
Maria ( From The Sound Of Music),London Theatre Orchestra
Maria Betania,Quinteto Violado
Maria De Santiago,Jeremy Spencer
Maria Morena,André Verchuren
Maria Morena,Jyve V
Marie D'Aquitaine,Michèle Arnaud
Marie Marie,Wendo Kolosoy
Marie's Wedding,The Clancy Brothers
Marilyn,Juice Leskinen
Marine's hymn,The Sun Harbor's Chorus-Documentary Recordings
Mark My Words (Album Version),Hatebreed
Mark Practices,Rolfe Kent
Markus sång,Kent
Marrakech,ATB
Marrakech,Juan Carmona; Ricardo Larroze
Marseille (Live On Tour_ 1984),Thomas Dolby
Marta (Rambling Rose Of The Woods),Arthur Tracy
Martha Served,I Hate Sally
Marvel Hill,The Cardigans
Mary Had A Little Boy (Maestro Mix),SNAP!
Mary Had A Little Lamb,Dora The Explorer
Mary Had A Little Lamb,Stevie Ray Vaughan And Double Trouble
Mary Had A Little Lamb,Stevie Ray Vaughan And Double Trouble
Mary In Labor,Paul Cantelon
Mary Jane's Last Dance,Tom Petty And The Heartbreakers
Mary's Boy Child,John Davis & Emma Doyle
Mas P**' (America'S Mexican),George Lopez
Mas Que Nada,Sergio Mendes / Black Eyed Peas
Mash Up Mi Life,Sugar Minott
Mass Destruction,Faithless
Mass No. 19 in D minor_ 'Requiem' K626: Lacrimosa,Patrizia Pace/Waltraud Meier/Frank Lopardo/James Morris/Swedish Radio Choir/Stockholm Chamber Choir/Berliner Philharmoniker/Riccardo Muti
Master Mantrol (Dub / Instrumental Reggae Music),Mikey Dread
Master Of Disharmony,Dimmu Borgir
Master Of The Universe,Sick Puppies
Master_ Faster_ Sweet Desaster,Nightfall
Masuwa,Les Bantous De La Capitale
Matador,Los Fabulosos Cadillacs
Matarlatanta,Ghorwane
Mate Tron,Luke Vibert
Mathilda,Jay Randall
Mathilda,The Fabulous Thunderbirds
Matilda Mother (Stereo) (2007 Remaster),Pink Floyd
Matriarch (LP Version),MICHAEL WHITE
Matter Of Fact,Love Jones
Matti Ja Teppo,Jope Ruonansuu
Maudits anglois,Alexis HK
Mauna Loa (Vocal),Cyril Pahinui
May The Good Lord Bless And Keep You,Jim Reeves
Maybe,Janis Joplin
Maybe I'm Crazy (Single original version_ 2008 Digital Remaster),Laid Back
Maybe Someday...,Simply Red
Maybe You'll Love Me Too,Jazz Gillum
Mayday,Natural Elements
Mazurcas das Rías Baixas,Susana Seivane
McDermott's / Boys of Blue Hill,Séamus Egan
McDermott's Fancy / Swans Among The Rushes / Chicago / The Swallow's Nest - (jig),Seamus Egan
McHattie's Waltz,The Waybacks
Me And My Buddy,Jazz Gillum
Me Decidi,Gisselle
Me Dicen El Feliz,Orquesta Sublime
Me Duele,Joe Lopez
Me Falta El Aliento,Estopa
Me Lo Dijo Adela,Tito Rodriguez
Me Recuso,Gal Costa
Me quedo sin ti,Julio Iglesias Jr.
Me vuelves loco,Caballo Dorado
Mean And Evil Blues,Joe Turner_ Joe Houston_ L. C. Williams
Mean Machine (Remastered LP Version),Sugar Ray
Mean Old World Blues,T-Bone Walker
Mean Streak,Y&T
Meat Parade,Lockwood
Meathead (Album Version) (Non-PA),Story Of The Year
Medicate Myself,The Verve Pipe
Medicine,Bobaflex
Mediocre (Version original),Ximena Sarinana
Meditacao,João Gilberto
Meditations,Joanna Connor
Medley,Mick Moloney
Medley : "Traces" (Live),Jean-Jacques Goldman
Medley Final,Kassav'
Medley Leïla Chico,Leila Chicot
Medley: Bobby Stenhouse; Braes Of Gleniffer; Girl In A Blue Dress,The Glencastle Sound
Medley: Father_ I Adore You/More Precious Than Silver,Cadet
Medley: Safe To The Rock / Hiding In Thee,George Hamilton IV
Meeran Sad Laeen Je Toon,Faiz Ali Faiz
Meet Me In The Bathroom,The Strokes
Meet Me in the City,Junior Kimbrough
Meeting Daisy,Alexandre Desplat
Mefistofele/La luna immobile,Michèle Crider;Eleonora Jankovic;Vincenzo La Scola;Riccardo Muti
Mefistofele/Spunta... l'aurora pallida...,Michèle Crider;Vincenzo La Scola;Samuel Ramey;Riccardo Muti
Megalodon,Mastodon
Megaton B-Boy 2000 (LP Version),Handsome Boy Modeling School
Megatrend,Rummage
Mei Tian Ai Ni Duo Yi Xie,Leon Lai
Mei Zi,Leon Lai
Mein Herz kann man nicht kaufen,Gall_ France
Melancholia,The Grip Weeds
Melangtäras intåg i Kallsta,Sven Scholander
Mele Wich Ayee (Shaan Remix),Bally Sagoo
Melodia Simple,La Mancha De Rolando
Melodica,Baby Grand
Melodioso,Tom Barabas
Melody,Kerson
Members Only,Tyrone Taylor
Memmer?... U Memmer!,George Lopez
Memorabilia,Nine Inch Nails
Memories,George Lopez
Memories,Thriller U
Memory,Uphill Battle
Memory In The Snow,Michael Gettel
Memphis,Bob Marley
Memphis In The Meantime,John Hiatt
Memphis Jug,Memphis Jug Band
Memphis Til' Monday,Bob Cheevers
Menssa,Loketo
Mental Beat,Hanoi Rocks
Mentira,Beto Cuevas
Menu Lagan Lagi,Sukhwinder Singh;Jaspinder Narula
Menuet in the Name of Haydn,Alan Feinberg
Menutha,Tony Joe White
Mercedes Benz,Mario Rosenstock
Mercury & Solace,BT
Mercy (Album Version),Darwin Hobbs
Mermaid,Grayson Capps
Merry Christmas Baby,The Continentals
Merry-Go-Round,Helen Hobson
Merry-Go-Round,Mötley Crüe
Merry-Go-Runaround,Bob Hope
Merzwaltz,Atom
Mes Belles Amourettes,Jacques Douai
Mesmerise The Future Part 1,Emotion Code
Mesmerized,Miguel Migs
Message To A Friend,Pat Metheny / Charlie Haden
Messiaen : Et exspecto resurrectionem mortuorum : IV "Ils ressusciteront_ glorieux_ avec un nom nouveau,Pierre Boulez
Metal,Nine Inch Nails
Metal Militia,Metallica
Metal from Hell...22nd Century,Satan's Host
Metamorphosis,Amoral
Metamorphosis,Sonny Simmons
Metanoia,Rick Snel
Meteor Of War (Album Version),Rancid
Meteores mouvement de Chroniques de la lumier,Francis Dhomont
Meteorito,Chacho
Meu Bem Meu Mal (Mi Bien Mi Mal),Gal Costa
Mexican Joe,Jim Reeves
Mi Alma Esta Enamorada,Bobby Pulido
Mi Amante Amigo,Rocio Jurado
Mi Bomba,Kako
Mi Corazón Y Mi Mente,Bobby Pulido
Mi Gitana (feat. The Dey),Los Del Rio_ The D.E.Y.
Mi Lindo Amor,Jay Pérez
Mi Mas Agapas,Angela Dimitriou
Mi Morena (Revised Live Version),Josh Groban
Mi Musica Es Para Ti,Johnny Pacheco
Mi Musica Es Para Ti - Original,Johnny Pacheco
Mi Ni Yu Wo,Denise Ho
Mi Raza,Peret
Mi Sangre Latino,Nelson Ned
Mi Son Maracaibo,Rene Touzet
Mi Suegra,Conjunto Clasico
Mi Vida Se Pinto De Gris,Yndio
Micael,Juana Molina
Michael & His Slipper Tree '93,The Equals
Michael A Grammar,Broadcast
Michael Nobody aka Poetic Death,Snowgoons
Michaelangelo,23rd Turnoff
Michelle (LP Version),Bela Fleck And The Flecktones
Midnight,Joe Satriani
Midnight,The Refreshments
Midnight  (LP Version),Axe
Midnight Cannonball (LP Version),Joe Turner
Midnight Hour,Tyrone Taylor
Midnight In Memphis,J.J. Cale
Midnight Jump,Sunnyland Slim
Midnight Lovers,Wyclef Jean
Midnight Rider,Buddy Miles
Midnight Star,Luna Orbit Project
Midnight Swim,Javier Navarrete
Midnight Train,Darden Smith
Midnight Wind,Jimmy Wakely
Mientras me quieras,Tranzas
Miesten tähden,Rauni Pekkala
Might As Well Laugh,The Aftermath
Mighty Army Band,Gold City
Mighty Lak' a Rose,Marilyn Horne
Mihodina ny tany,Rajery
Miina ja Mikko markkinoilla,Esa Pakarinen
Mikawa Miya,Novika
Mikhail's Dream,Stephan Micus
Mikä mun päässä nykii,Murskahumppa
Milagre Dos Peixes/ Musica Incidental: Cais/ Music Incidental: San Vicente,Cesar Camargo Mariano/Helio Delmiro
Mile High and Risin',Roger Clyne & The Peacemakers
Military Man,Willie Barcena
Milk Cow Blues,Cliff Bruner
Milkcow Blues,Aerosmith
Milkcow Blues (Album Version),We Five
Milkman_ Keep Those Bottles Quiet,The King Sisters
Mill Creek,Darden Smith
Million Gal,Beenie Man
Million Miles,Blue Rodeo
Million Teardrops,Jimmy Cliff
Min Aporis,Antonis Remos
Min Tou Milate Tou Pediou,Antonis Remos
Min Xechnas (Forse),Dakis
Mind Control,Stephen Marley
Mind On,Ashes to Ashes
Mindless,Steve Porter
Mine Again,Mariah Carey
Mine All Mine,Jimmy Wakely
Mine Yuh Business,Johnny Osbourne
Minha Namorada,Vinícius de Moraes
Minner,Mons Leidvin Takle
Minuet in g minor,The American Boychoir
Minuit sur terre,Alain-François
Mira Nina,Emilio
Miracle,Bizarre Inc
Mirame A La Cara (Version Salsa),Andy & Lucas
Mirror (Album),Cinder
Mis Sueños feat Norma Castro,Mario Garcia
Mis calles de arena,Fabián
Misanthrope,Extasick
Miserere: IV. Quoniam Iniquitatem,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola
Miserere: XI. Cor Mundum,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola
Miserere: XII. Ne Projicias,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola
Miserere: XVII. Quoniam Si Voluisses,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola
Misery Path (From the Privilege of Evil),Amorphis
Miss Clara/Azusa Sue,Bobbie Gentry
Miss Elaine,RUN-DMC
Miss Ohio's Nameless,Why?
Miss X (LP Version),MC5
Missing,Nicola Fasano feat. Paula B.
Missing,Nicola Fasano feat. Paula B.
Missing (Live in Europe),Evanescence
Missing (Olivier Berger Mix),Nicola Fasano Feat. Paula B
Missing You,Anthony Cruz
Missing You,Anthony Watson
Missing You For A Mile,Beres Hammond
Missionary Man,Eurythmics
Mississippi Boweavil Blues,Charley Patton
Mistadobalina,Del Tha Funkee Homosapien
Misty,King Curtis
Misty Blue,Billie Jo Spears
Misty Bog,Winifred Phillips
Misty Mountains,Mando Diao
Misty Valley,Frank Chacksfield & His Orchestra
Miyela Afrika,Vusi Mahlasela
Mo Jing,CoCo Lee
Mo lanmou,Patrick Saint-Eloi
Mohair Locker Room Pin-Up Boys,Adam Ant
Mohawk Hunt,Kaskaad
Moisture,Dishwalla
Molly Darling,Eddy Arnold
Molten,Digital Mystikz
Mom,Josh Mullins
Mom's Phone,Greg Vaccariello
Momento De Amor,Pery Ribeiro
Momentum,Elvira
Mon Legionnaire,Marcel Azzola
Mon coeur balance,Daouda
Mon coeur s'ouvre à ta voix,Marilyn Horne / Wiener Opernorchester / Henry Lewis
Mon dieu,Josélito
Mona Lisa,Moon Mullican
Monarchy Now,Falco
Monday Morning Blues,Mississippi John Hurt
Monde De Fou,Suburbs
Money Blues,Joanna Connor
Money Didn't Change Me,Three 6 Mafia
Money In Da Bank [Screwed],Tum Tum
Money Make The World Go Around,G-Unit
Money Money Money,Top Of The Poppers
Monk In Wonderland (2008 Digital Remaster) (Rudy Van Gelder Edition),Grachan Moncur III
Monkey & Turtle,David Hudson
Monkey Faced Woman,Otis Spann
Monkey Junction,Weedeater
Monologue With the Sky,Havok
Monopoly On Sorrow,Suicidal Tendencies
Monsieur qui s'engraisse,Michèle Bernard
Monsoon,Jack Johnson
Monster For Music,Beatnuts
Monsters In Tinsel Town,Astrovamps
Mood Indigo,The Knightsbridge Strings
Mood Ring,Paul Thorn
Moon Boom,Anat Ben David
Moon Going Down,Charley Patton
Moon Loop (Improvisation),Porcupine Tree
Moon River,The London Pops Orchestra
Moon River - Original,Jerry Butler
Moonlight Boy,Jim Chappell
Moonlight In Vermont,Walter Jackson; Arranged & conducted by Riley Hampton
Moonlight Lover,Barbara Jones
Moonlight Serenade,Klaus Badelt
Moore Street Girls,The Elders
Mopao,Africando All Stars
More,The Crystal Method
More And More  (LP Version),Marvin Sapp
More Power To Ya,Petra
More Than I Can Take,Sugar Minott
More Than One Love,Venice
More Than Vocals (MTV),Natural Elements
More Than Words,Tom Barabas
More Where That Came From - Original,Leroy Hutson
More than War,YZ
More to This,Information Society
Morena Boca De Ouro,Jongo Trio
Morgane regarde le ciel,SANSHIRO
Morghe Eshgh,Mohammad Nouri
Moritat (Mack The Knife),Bobby Darin
Mornin' Glory,Glen Campbell And Bobbie Gentry
Morning,Poncho Sanchez / Dianne Reeves
Morning Bird,Sade
Morning Glory,Oasis
Morning Glow,Michael Jackson
Morning Has Broken,Bill Murk
Morning Rain Music by Jorge Alfano,Paul Overman
Morning at the hotel,Zbigniew Preisner
Morning's Coming,Jeff And Sheri Easter
Morpha Too [Alternate Mix],Big Star
Morse,Gorki
Mort,Monique Morelli
Moscow Nights,The Mustangs
Moses,Patty Griffin
Mosquito Coil,Zeromancer
Moss Garden (1999 Digital Remaster),David Bowie
Mostly Tha Voice (Explicit),Gang Starr
Motel Room In My Bed (LP Version),X
Mother,Circular
Mother Of Greed,Jason & The Scorchers
Mother's Day Part 1,AFS
Mother's Little Helper,Wild Horses
Mother's Luv,Usher Featuring The Nu Beginning
Mother-In-Law Blues,Little Jr. Parker
Mother_ Mother_ Mother_ Pin A Rose On Me,Kitty Kallen
Motherless Children (Remastered Version) (Take 2),Mance Lipscomb
Mothers Rastas,Taya wooden
Motindo Na Yo Te,Franco
Motivator,Midwest Product
Motorcycle girl,Eric Burdon
Motownphilly,Boyz II Men
Mountain By The Sea (Tribe Unknown),Various Indian Tribes
Mountain Theme,Bruce Rowland
Mountains Of Mourne,The Irish Tenors
Move Mountains (BBC In Concert),Jesus Jones
Move On,Paul Stanley
Movement 4 [from Kiss] (Album Version),John Cale
Movin On,Katie Armiger
Moving Mountains,Usher
Moving On,Constance Demby
Moving Up,Gustavo Santaolalla
Mozart,Suzanne Ciani
Mozart In Samba Motion,Laurindo Almeida
Mr Big Man,Junior Reid
Mr. Bozack,EPMD
Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix),The Killers
Mr. Crump,Mum
Mr. De's Theme,Mr. De'
Mr. Goose,The Charms
Mr. Marshall,Johnny Osbourne
Mr. Prime Minister,Ms. Dynamite
Mr. Sellack (Album Version),The Roches
Mr. Wonderful,Peggy Lee
